x,y,z,name,state
49.52,78.43,25.96,SE-20_13-18F_e_023.jpg,1
49.1,78.63,30.41,SE-20_13-18F_e_024.jpg,1
49.94,75.63,30.32,SE-20_13-18F_e_025.jpg,1
49.6,75.53,25.77,SE-20_13-18F_e_026.jpg,1
49.84,75.53,21.69,SE-20_13-18F_e_027.jpg,1
50,75.43,17.82,SE-20_13-18F_e_028.jpg,1
50.15,75.43,13.95,SE-20_13-18F_e_029.jpg,1
50.23,75.53,10.27,SE-20_13-18F_e_030.jpg,1
49.72,75.63,6.09,SE-20_13-18F_e_031.jpg,1
49.96,75.63,2.03,SE-20_13-18F_e_032.jpg,1
49.96,72.73,2.03,SE-20_13-18F_e_033.jpg,1
50.38,72.73,6.39,SE-20_13-18F_e_034.jpg,1
50.23,72.73,10.27,SE-20_13-18F_e_035.jpg,1
50.15,72.73,13.95,SE-20_13-18F_e_036.jpg,1
50,72.73,17.82,SE-20_13-18F_e_037.jpg,1
49.84,72.73,21.69,SE-20_13-18F_e_038.jpg,1
49.69,72.73,25.57,SE-20_13-18F_e_039.jpg,1
49.36,72.73,29.83,SE-20_13-18F_e_040.jpg,1
49.36,69.93,29.83,SE-20_13-18F_e_041.jpg,1
49.69,70.03,25.57,SE-20_13-18F_e_042.jpg,1
49.84,70.03,21.69,SE-20_13-18F_e_043.jpg,1
50,70.03,17.82,SE-20_13-18F_e_044.jpg,1
50.15,70.03,13.95,SE-20_13-18F_e_045.jpg,1
50.23,70.03,10.27,SE-20_13-18F_e_046.jpg,1
50.38,70.03,6.39,SE-20_13-18F_e_047.jpg,1
50.63,69.93,2.33,SE-20_13-18F_e_048.jpg,1
50.63,67.03,2.33,SE-20_13-18F_e_049.jpg,1
50.38,67.13,6.39,SE-20_13-18F_e_050.jpg,1
50.23,67.33,10.27,SE-20_13-18F_e_051.jpg,1
50.07,67.33,14.14,SE-20_13-18F_e_052.jpg,1
50,67.33,17.82,SE-20_13-18F_e_053.jpg,1
49.84,67.23,21.69,SE-20_13-18F_e_054.jpg,1
45.92,66.63,26.88,SE-20_13-18F_e_055.jpg,1
49.94,67.03,30.32,SE-20_13-18F_e_056.jpg,1
49.85,63.93,30.52,SE-20_13-18F_e_057.jpg,1
49.43,64.23,26.15,SE-20_13-18F_e_058.jpg,1
49.76,64.43,21.89,SE-20_13-18F_e_059.jpg,1
49.92,64.53,18.02,SE-20_13-18F_e_060.jpg,1
49.98,64.43,14.34,SE-20_13-18F_e_061.jpg,1
50.23,64.43,10.27,SE-20_13-18F_e_062.jpg,1
50.38,64.23,6.39,SE-20_13-18F_e_063.jpg,1
50.63,64.03,2.33,SE-20_13-18F_e_064.jpg,1
50.63,61.03,2.33,SE-20_13-18F_e_065.jpg,1
49.64,61.23,6.29,SE-20_13-18F_e_066.jpg,1
50.14,61.53,10.47,SE-20_13-18F_e_067.jpg,1
49.98,61.63,14.34,SE-20_13-18F_e_068.jpg,1
49.83,61.63,18.21,SE-20_13-18F_e_069.jpg,1
49.58,61.53,22.27,SE-20_13-18F_e_070.jpg,1
50,61.23,26.64,SE-20_13-18F_e_071.jpg,1
49.59,60.83,31.09,SE-20_13-18F_e_072.jpg,1
49.33,57.63,31.67,SE-20_13-18F_e_073.jpg,1
49.74,58.13,27.22,SE-20_13-18F_e_074.jpg,1
50.07,58.43,22.97,SE-20_13-18F_e_075.jpg,1
49.66,58.63,18.59,SE-20_13-18F_e_076.jpg,1
49.89,58.63,14.53,SE-20_13-18F_e_077.jpg,1
50.14,58.53,10.47,SE-20_13-18F_e_078.jpg,1
50.3,58.33,6.58,SE-20_13-18F_e_079.jpg,1
50.63,57.93,2.33,SE-20_13-18F_e_080.jpg,1
39.51,49.43,-1.3,SE-20_13-18F_e_081.jpg,1
50.3,55.23,6.58,SE-20_13-18F_e_082.jpg,1
50.71,55.53,10.96,SE-20_13-18F_e_083.jpg,1
49.72,55.33,14.91,SE-20_13-18F_e_084.jpg,1
50.23,55.53,19.08,SE-20_13-18F_e_085.jpg,1
49.81,55.13,23.54,SE-20_13-18F_e_086.jpg,1
49.48,54.73,27.79,SE-20_13-18F_e_087.jpg,1
49.55,54.03,32.93,SE-20_13-18F_e_088.jpg,1
49.83,83.63,27.03,SE-20_13-18F_f_001.jpg,1
49.68,83.43,30.9,SE-20_13-18F_f_002.jpg,1
50.19,83.53,35.07,SE-20_13-18F_f_003.jpg,1
49.94,83.63,39.14,SE-20_13-18F_f_004.jpg,1
49.7,83.93,43.21,SE-20_13-18F_f_005.jpg,1
49.29,84.33,47.65,SE-20_13-18F_f_006.jpg,1
49.55,80.93,47.08,SE-20_13-18F_f_007.jpg,1
49.87,80.63,42.82,SE-20_13-18F_f_008.jpg,1
50.11,80.43,38.76,SE-20_13-18F_f_009.jpg,1
49.61,80.33,34.58,SE-20_13-18F_f_010.jpg,1
49.68,80.33,30.9,SE-20_13-18F_f_011.jpg,1
49.83,80.43,27.03,SE-20_13-18F_f_012.jpg,1
49.83,77.43,27.03,SE-20_13-18F_f_013.jpg,1
49.76,77.33,30.71,SE-20_13-18F_f_014.jpg,1
49.61,77.33,34.58,SE-20_13-18F_f_015.jpg,1
49.45,77.43,38.46,SE-20_13-18F_f_016.jpg,1
49.96,77.53,42.63,SE-20_13-18F_f_017.jpg,1
48.79,77.73,46.97,SE-20_13-18F_f_018.jpg,1
48.88,74.63,46.78,SE-20_13-18F_f_019.jpg,1
