x,y,z,name,state
16.23,15.28,54.855,h_050.JPG,1
13.34,15.18,54.855,h_051.JPG,1
11.0,15.18,54.855,h_052.JPG,1
8.1,15.28,54.855,h_053.JPG,1
5.08,15.18,54.855,h_054.JPG,1
1.5,15.18,54.855,h_055.JPG,1
1.36,12.98,54.855,h_056.JPG,1
4.53,13.08,54.855,h_057.JPG,1
8.1,13.18,54.855,h_058.JPG,1
10.45,13.28,54.855,h_059.JPG,1
13.34,13.28,54.855,h_060.JPG,1
16.23,13.28,54.855,h_061.JPG,1
19.13,13.28,54.855,h_062.JPG,1
21.48,13.18,54.855,h_063.JPG,1
25.06,13.08,54.855,h_064.JPG,1
28.08,12.88,54.855,h_065.JPG,1
31.94,12.68,54.855,h_066.JPG,1
32.08,10.18,54.855,h_067.JPG,1
28.08,10.58,54.855,h_068.JPG,1
24.37,10.88,54.855,h_069.JPG,1
21.48,11.08,54.855,h_070.JPG,1
18.99,11.28,54.855,h_071.JPG,1
16.09,11.28,54.855,h_072.JPG,1
13.2,11.38,54.855,h_073.JPG,1
10.45,11.28,54.855,h_074.JPG,1
7.42,11.18,54.855,h_075.JPG,1
4.39,10.98,54.855,h_076.JPG,1
0.48,9.98,54.855,h_077.JPG,1
0.21,7.78,54.855,h_078.JPG,0
3.57,8.78,54.855,h_079.JPG,1
7.14,8.98,54.855,h_080.JPG,1
10.18,9.18,54.855,h_081.JPG,1
13.07,9.28,54.855,h_082.JPG,1
15.41,9.28,54.855,h_083.JPG,1
18.3,9.18,54.855,h_084.JPG,1
21.34,8.98,54.855,h_085.JPG,1
24.37,8.58,54.855,h_086.JPG,1
28.08,8.18,54.855,h_087.JPG,0
32.08,7.48,54.855,h_088.JPG,1
32.08,4.78,54.855,h_089.JPG,1
24.37,6.28,54.855,h_091.JPG,0
12.38,7.18,54.855,h_095.JPG,0
9.35,7.08,54.855,h_096.JPG,1
6.31,6.78,54.855,h_097.JPG,1
3.15,6.38,54.855,h_098.JPG,1
27.95,14.98,54.855,i_002.JPG,1
24.23,14.78,54.855,i_003.JPG,1
21.2,14.58,54.855,i_004.JPG,1
18.3,14.48,54.855,i_005.JPG,1
15.96,14.48,54.855,i_006.JPG,1
13.07,14.38,54.855,i_007.JPG,1
10.18,14.48,54.855,i_008.JPG,1
7.14,14.58,54.855,i_009.JPG,1
3.97,14.78,54.855,i_010.JPG,1
4.12,12.58,54.855,i_013.JPG,1
7.28,12.58,54.855,i_014.JPG,1
10.18,12.48,54.855,i_015.JPG,1
13.07,12.48,54.855,i_016.JPG,1
15.96,12.48,54.855,i_017.JPG,1
18.3,12.48,54.855,i_018.JPG,1
21.34,12.58,54.855,i_019.JPG,1
24.23,12.58,54.855,i_020.JPG,1
24.23,10.58,54.855,i_025.JPG,1
21.34,10.58,54.855,i_026.JPG,1
18.44,10.58,54.855,i_027.JPG,1
16.09,10.58,54.855,i_028.JPG,1
13.2,10.58,54.855,i_029.JPG,1
10.32,10.58,54.855,i_030.JPG,1
7.28,10.58,54.855,i_031.JPG,1
4.25,10.58,54.855,i_032.JPG,1
0.4900001,8.18,54.855,i_034.JPG,0
4.25,8.48,54.855,i_035.JPG,1
7.28,8.58,54.855,i_036.JPG,1
10.32,8.58,54.855,i_037.JPG,1
13.2,8.68,54.855,i_038.JPG,1
21.2,6.48,54.855,i_048.JPG,0
13.07,6.78,54.855,i_051.JPG,1
10.18,6.68,54.855,i_052.JPG,1
7.14,6.58,54.855,i_053.JPG,1
4.12,6.38,54.855,i_054.JPG,1
12.38,4.68,54.855,i_060.JPG,0
18.3,4.68,54.855,i_062.JPG,0
21.2,4.48,54.855,i_063.JPG,0
